Stap;Bijbeltekst;Bijbelvertaling;Bijbelvers;Beeld;Bijbeloproep (synopsis);Bronnen;Overige;Muziek
36;Luk 6:47-49;HSV;"Ieder die naar Mij toe komt en Mijn woorden hoort en ze doet, Ik zal u laten zien aan wie hij gelijk is.
48. Hij is gelijk aan een man die een huis bouwde: hij groef en diepte uit en legde het fundament op de rots. Toen de hoge vloed kwam, sloeg de waterstroom tegen dat huis aan en kon het niet doen wankelen, want het was op de rots gefundeerd.
49. Maar wie ze gehoord en niet gedaan zal hebben, is gelijk aan een man die een huis bouwde op de aarde zonder fundament. Toen de waterstroom ertegenaan sloeg, stortte het meteen in, en de val van dat huis was groot.";;;;;
36;Luk 11:28;HSV;Maar Hij zei: Veeleer zijn zij zalig die het Woord van God horen en het bewaren.;;;;;
36;Luk 9:45;HSV;Maar zij begrepen dat woord niet en het bleef voor hen verborgen, zodat het niet tot hen doordrong. En zij vreesden Hem een vraag te stellen over dat woord.;;;;;
36;Luk 18:34;HSV;Zij begrepen echter niets van deze dingen en dit woord was voor hen verborgen en zij begrepen niet wat er gezegd werd.;;;;;
37;Mat 9:2;HSV;En Jezus, Die hun geloof zag, zei tegen de verlamde: Zoon, heb goede moed, uw zonden zijn u vergeven.;;Heb goede moed!;;;
37;Mat 9:22;HSV;Jezus keerde Zich om, zag haar en zei: Heb goede moed, dochter, uw geloof heeft u behouden. En de vrouw was vanaf dat moment gezond.;;;;;
37;Mat 14:27;HSV;"Maar meteen sprak Jezus hen aan en zei: Heb goede moed, Ik ben het; wees niet bevreesd.";;;;;
37;Luk 18:1-8;HSV;"En Hij sprak ook een gelijkenis tot hen met het oog daarop dat men altijd moet bidden en niet de moed verliezen.
2. Hij zei: Er was in een zekere stad een rechter die God niet vreesde en geen mens ontzag.
3. En er was een weduwe in dezelfde stad en zij kwam voortdurend naar hem toe en zei: Doe mij recht tegenover mijn tegenpartij.
4. En hij wilde een tijd lang niet. Daarna echter zei hij bij zichzelf: Hoewel ik God niet vrees en geen mens ontzie,
5. toch zal ik, omdat deze weduwe mij lastigvalt, haar recht doen, opdat zij uiteindelijk niet komt en mij in het gezicht slaat.
6. En de Heere zei: Hoor, wat de onrechtvaardige rechter zegt.
7. Zal God dan geen recht doen aan Zijn uitverkorenen, die dag en nacht tot Hem roepen, ook wanneer Hij lang wacht om hen te hulp te komen?
8. Ik zeg u dat Hij hun met spoed recht zal doen. Maar zal de Zoon des mensen, als Hij komt, wel het geloof op de aarde vinden?";;;;;
37;Mat 10:31;HSV;Wees dus niet bevreesd, u gaat veel musjes te boven.;;;;;
37;Jer 1:8;HSV;Wees niet bevreesd voor hen,  want Ik ben met u om u te redden,  spreekt de HEERE.;;;;;
37;Luk 12:4;HSV;En Ik zeg u, Mijn vrienden: Wees niet bevreesd voor hen die het lichaam doden en daarna niets meer kunnen doen.;;;;;
37;2 Kron 15:7;HSV;U dan, wees sterk en verlies de moed niet, want er is loon overeenkomstig uw werk.;;;;;
38;Mat 9:36;HSV;Toen Hij de menigte zag, was Hij innerlijk met ontferming bewogen over hen, omdat zij vermoeid en verstrooid waren, zoals schapen die geen herder hebben.;;Wees met innerlijke ontferming bewogen met de mensen om je heen;;;
38;Mar 6:34;HSV;"En toen Jezus uit het schip ging, zag Hij een grote menigte en was innerlijk met ontferming bewogen over hen, want zij waren als schapen die geen herder hebben; en Hij begon hun veel dingen te onderwijzen.";;;Er wordt gezegd dat Jezus Zich ontfermde over pijn en ziekte, over lijdende en bezeten mensen, over treurenden en hongerenden en over eenzame mensen;;
38;Mat 14:14;HSV;En toen Jezus uit het schip ging, zag Hij een grote menigte, en Hij was innerlijk met ontferming bewogen over hen en genas hun zieken.;;;;;
38;Mat 15:32;HSV;"En Jezus riep Zijn discipelen bij Zich en zei: Ik ben innerlijk met ontferming bewogen over de menigte, omdat zij al drie dagen bij Mij gebleven zijn, en zij hebben niets wat zij kunnen eten; Ik wil hen niet nuchter wegsturen, opdat zij onderweg niet bezwijken.";;;;;
38;Mat 20:34;HSV;"En Jezus, Die innerlijk met ontferming bewogen was, raakte hun ogen aan; en meteen werden hun ogen ziende, en zij volgden Hem.";;;;;
38;Mar 1:41;HSV;En Jezus, innerlijk met ontferming bewogen, stak Zijn hand uit, raakte hem aan en zei tegen hem: Ik wil het, word gereinigd!;;;;;
38;Mar 8:2;HSV;Ik ben innerlijk met ontferming bewogen over de menigte, want zij blijven al drie dagen bij Mij en hebben niets wat zij kunnen eten.;;;;;
38;Luk 7:13;HSV;En toen de Heere haar zag, was Hij innerlijk met ontferming bewogen over haar, en zei Hij tegen haar: Huil niet.;;;;;
38;Luk 10:33;HSV;Maar een Samaritaan die op reis was, kwam in zijn buurt, en toen hij hem zag, was hij met innerlijke ontferming bewogen.;;;;;
38;Luk 15:20;HSV;En hij stond op en ging naar zijn vader. En toen hij nog ver [van hem verwijderd] was, zag zijn vader hem en deze was met innerlijke ontferming bewogen en hij snelde [hem tegemoet], viel hem om de hals en kuste hem.;;;;;
38;Luk 18:38-39;HSV;"En hij riep en zei: Jezus, Zoon van David, ontferm U over mij!
39. En zij die vooraan liepen, bestraften hem, opdat hij zou zwijgen. Hij echter riep des te meer: Zoon van David, ontferm U over mij!";;;;;
39;Mat 9:37-38;HSV;"37. Toen zei Hij tegen Zijn discipelen: De oogst is wel groot, maar er zijn weinig arbeiders.
38. Bid daarom tot de Heere van de oogst dat Hij arbeiders in Zijn oogst uitzendt.";;Bid tot de Heere van de oogst dat Hij arbeiders in Zijn oogst uitzendt;;;
39;2 Thes 3:1;HSV;Verder, broeders, bid voor ons dat het Woord van de Heere zijn loop mag hebben en verheerlijkt mag worden, zoals ook bij u,;;;;;
39;Ef 6:19;HSV;Bid ook voor mij, opdat mij het woord gegeven wordt bij het openen van mijn mond, om met vrijmoedigheid het geheimenis van het Evangelie bekend te maken,;;;;;
39;Kol 4:3;HSV;Bid meteen ook voor ons dat God voor ons de deur van het Woord opent, om van het geheimenis van Christus te spreken, om welke oorzaak ik ook gebonden ben,;;;;;
39;Luk 10:2;HSV;Hij zei dan tegen hen: De oogst is wel groot, maar er zijn weinig arbeiders. Bid daarom tot de Heere van de oogst dat Hij arbeiders in Zijn oogst uitzendt.;;;;;
39;Joh 4:35-38;HSV;"Zegt u niet: Nog vier maanden, en dan komt de oogst? Zie, Ik zeg u: Sla uw ogen op en kijk naar de velden, want zij zijn al wit om te oogsten.
36. En wie oogst, ontvangt loon en verzamelt vrucht voor het eeuwige leven, opdat zich samen verblijden zowel wie zaait als wie oogst.
37. Want hierin is de spreuk waar: De één zaait, de ander oogst.
38. Ik heb u uitgezonden om te oogsten waarvoor u zich niet hebt ingespannen; anderen hebben zich ingespannen en u hebt de vrucht van hun inspanning binnengehaald.";;;;;
40;Mat 10:7;NBV;Ga op weg en verkondig: “Het koninkrijk van de hemel is nabij.”;;Ga op weg en verkondig: Het koninkrijk van de hemel is nabij;;;
40;Luk 9:2;HSV;en Hij zond hen op weg om het Koninkrijk van God te prediken;;;;;
40;Mar 3:14;HSV;En Hij stelde er twaalf aan om bij Hem te zijn, en om hen uit te zenden om te prediken,;;;;;
40;Mar 5:18-20;HSV;"En toen Hij in het schip ging, smeekte degene die bezeten was geweest Hem of hij bij Hem mocht blijven.
19. Jezus stond hem dat echter niet toe, maar zei tegen hem: Ga naar uw huis, naar de uwen, en bericht hun alles wat de Heere voor u gedaan heeft, en hoe Hij Zich over u ontfermd heeft.
20. Toen ging hij weg en begon in het gebied van Dekapolis alles te verkondigen wat Jezus voor hem gedaan had, en ze verwonderden zich allen.";;;;;
40;Mar 6:7a;HSV;En Hij riep de twaalf bij Zich en begon hen twee aan twee uit te zenden;;;;;
40;Mar 6:12;HSV;En toen zij weggegaan waren, predikten zij dat men zich moest bekeren.;;;;;
40;Luk 9:6;HSV;Zij vertrokken en reisden door alle dorpen, en zij verkondigden het Evangelie;;;;;
40;Han 10:42;HSV;En Hij heeft ons bevolen tot het volk te prediken en te getuigen dat Hij Degene is Die door God aangesteld is tot een Rechter over levenden en doden.;;;;;
40;Mar 13:10;HSV;En het Evangelie moet eerst gepredikt worden aan alle volken.;;;;;
40;Mat 24:14;HSV;"En dit Evangelie van het Koninkrijk zal in heel de wereld gepredikt worden tot een getuigenis voor alle volken; en dan zal het einde komen.";;;;;
40;Mat 26:13;HSV;Voorwaar, Ik zeg u: overal waar dit Evangelie gepredikt zal worden in heel de wereld, zal ook tot haar gedachtenis gesproken worden over wat zij gedaan heeft.;;;;;
40;Mat 28:19a;NaB;maakt dan voort, maakt alle volkeren tot leerlingen;;;;;
40;Mar 16:15;HSV;En Hij zei tegen hen: Ga heen in heel de wereld, predik het Evangelie aan alle schepselen.;;;;;
40;Luk 8:39;HSV;Keer terug naar uw huis en vertel wat voor grote dingen God aan u gedaan heeft. En hij ging heel de stad door en verkondigde wat voor grote dingen Jezus aan hem gedaan had.;;;;;
40;Luk 9:60;HSV;Maar Jezus zei tegen hem: Laat de doden hun doden begraven, maar u, ga heen en verkondig het Koninkrijk van God.;;;;;
41;Mat 10:8;HSV;Genees zieken, reinig melaatsen, wek doden op, drijf demonen uit. U hebt het voor niets ontvangen, geef het voor niets.;;Genees zieken, reinig melaatsen, wek doden op, drijf demonen uit.;;;
41;Mar 6:7;HSV;En Hij riep de twaalf bij Zich en begon hen twee aan twee uit te zenden en gaf hun macht over de onreine geesten.;;;;;
41;Luk 9:1-2;HSV;"Hij riep Zijn twaalf discipelen bijeen en gaf aan hen kracht en macht over alle demonen, en om ziekten te genezen,
2. en Hij zond hen op weg om het Koninkrijk van God te prediken en de zieken te genezen.";;;;;
41;Mar 6:13;HSV;En zij dreven veel demonen uit en zalfden veel zieken met olie en maakten hen gezond.;;;;;
41;Luk 9:6;HSV;Zij vertrokken en reisden door alle dorpen, en zij verkondigden het Evangelie en genazen overal [de zieken].;;;;;
41;Mat 11:5;HSV;"blinden worden ziende en kreupelen kunnen lopen; melaatsen worden gereinigd en doven kunnen horen; doden worden opgewekt en aan armen wordt het Evangelie verkondigd;";;;;;
41;Jes 29:18;HSV;Op die dag zullen de doven horen de woorden van het Boek, en, verlost van donkerheid en duisternis, zullen de ogen van de blinden zien.;;;;;
41;Jes 35:5;HSV;Dan zullen de ogen van de blinden worden opengedaan, de oren van de doven zullen worden geopend.;;;;;
41;Jes 61:1;HSV;"De Geest van de Heere HEERE is op Mij, omdat de HEERE Mij gezalfd heeft om een blijde boodschap te brengen aan de zachtmoedigen.  Hij heeft Mij gezonden om te verbinden de gebrokenen van hart, om voor de gevangenen vrijlating uit te roepen  en voor wie gebonden zaten, opening van de gevangenis;";;;;;
41;Luk 4:18-19;HSV;"De Geest van de Heere is op Mij, omdat Hij Mij gezalfd heeft; Hij heeft Mij gezonden om aan armen het Evangelie te verkondigen, om te genezen wie gebroken van hart zijn, 19. om aan gevangenen vrijlating te prediken en aan blinden het gezichtsvermogen, om verslagenen weg te zenden in vrijheid, om het jaar van het welbehagen van de Heere te prediken.";;;;;
41;Mar 16:17-18;HSV;"En hen die geloofd zullen hebben, zullen deze tekenen volgen: in Mijn Naam zullen zij demonen uitdrijven; in vreemde talen zullen zij spreken;
18. slangen zullen zij oppakken; en als zij iets dodelijks zullen drinken, zal het hen beslist niet schaden; op zieken zullen zij de handen leggen en zij zullen gezond worden.";;;;;
41;Luk 10:9;HSV;genees de zieken die daar zijn, en zeg tegen hen: Het Koninkrijk van God is dicht bij u gekomen.;;;;;
42;Mat 10:37;HSV;"Wie vader of moeder liefheeft boven Mij, is Mij niet waard; en wie zoon of dochter liefheeft boven Mij, is Mij niet waard.";;Heb God lief boven alles;;;
42;Luk 14:26;HSV;Als iemand tot Mij komt en niet haat zijn eigen vader en moeder en vrouw en kinderen en broers en zusters, ja, ook zelfs zijn eigen leven, [die] kan Mijn discipel niet zijn.;;;;;
42;Deut 13:6-8;HSV;Wanneer uw broer, de zoon van uw moeder, of uw zoon, of uw dochter, of uw innig geliefde vrouw, of uw boezemvriend u in het geheim aanspoort door te zeggen: Laten we andere goden gaan dienen, die u niet kent, u niet en ook uw vaderen niet, 7. uit de goden van de volken die rondom u zijn, dicht bij u of ver bij u vandaan, van het ene einde van de aarde tot het andere einde van de aarde, 8. bewillig er dan niet in en luister niet naar hem!;;;;;
42;Deut 33:9;HSV;"Hij zei over zijn vader en moeder: Ik zie hen niet.
Hij herkende zijn broers niet, en zijn zonen kende hij niet. Zij hielden namelijk Uw woord, en namen Uw verbond in acht.";;;;;
42;Ex 20:2-3;HSV;Ik ben de HEERE, uw God, Die u uit het land Egypte, uit het slavenhuis, geleid heeft. 3. U zult geen andere goden voor Mijn aangezicht hebben.;;;;;
42;Deut 5:8-10;HSV;"U zult voor uzelf geen beeld maken, geen enkele afbeelding van wat boven in de hemel, of beneden op de aarde of in het water onder de aarde is. 9. U zult zich daarvoor niet neerbuigen, en die niet dienen, want Ik, de HEERE, uw God, ben een na-ijverig God, Die de misdaad van de vaderen vergeldt aan de kinderen, en aan het derde en aan het vierde geslacht van hen die Mij haten; 10. maar Die barmhartigheid doet aan duizenden van hen die Mij liefhebben en Mijn geboden in acht nemen.";;;;;
43;Mat 10:38;HSV;"En wie zijn kruis niet op zich neemt en Mij navolgt, is Mij niet waard. Wie zijn leven vindt, zal het verliezen; en wie zijn leven verliest omwille van Mij, zal het vinden.";;Volg Jezus en neem je kruis dagelijks op je;;;
43;Mat 16:24;HSV;Toen zei Jezus tegen Zijn discipelen: Als iemand achter Mij aan wil komen, moet hij zichzelf verloochenen, zijn kruis opnemen en Mij volgen.;;;;;
43;Mar 8:34;HSV;En toen Hij de menigte met Zijn discipelen bij Zich geroepen had, zei Hij tegen hen: Laat wie achter Mij aan wil komen zichzelf verloochenen, zijn kruis opnemen en Mij volgen.;;;;;
43;Luk 9:23;HSV;Hij zei tegen allen: Als iemand achter Mij wil komen, moet hij zichzelf verloochenen, zijn kruis dagelijks opnemen en Mij volgen.;;;;;
43;Luk 14:27;HSV;En wie zijn kruis niet draagt en achter Mij aan komt, kan geen discipel van Mij zijn.;;;;;
43;Mat 19:21;HSV;"Jezus zei tegen hem: Als u volmaakt wilt zijn, ga dan heen, verkoop wat u hebt, en geef het aan de armen, en u zult een schat hebben in de hemel; en kom dan en volg Mij.";;;;;
43;Mat 11:29-30;HSV;"Neem Mijn juk op u, en leer van Mij dat Ik zachtmoedig ben en nederig van hart; en u zult rust vinden voor uw ziel;
30. want Mijn juk is zacht en Mijn last is licht.";;;;;
43;1 Joh 5:3;HSV;"Want dit is de liefde tot God, dat wij Zijn geboden in acht nemen; en Zijn geboden zijn geen zware last.";;;;;
43;Mar 1:17;HSV;En Jezus zei tegen hen: Kom achter Mij aan, en Ik zal maken dat u vissers van mensen wordt.;;;;;
43;Luk 9:57-62;HSV;"Het gebeurde, toen zij onderweg waren, dat iemand tegen Hem zei: Heere, ik zal U volgen waar U ook heen gaat.
58. Maar Jezus zei tegen hem: De vossen hebben holen, en de vogels in de lucht nesten, maar de Zoon des mensen heeft niets waarop Hij het hoofd kan neerleggen.
59. Tegen een ander zei Hij: Volg Mij. Maar die zei: Heere, sta mij toe dat ik wegga om eerst mijn vader te begraven.
60. Maar Jezus zei tegen hem: Laat de doden hun doden begraven, maar u, ga heen en verkondig het Koninkrijk van God.
61. Weer een ander zei: Heere, ik zal U volgen, maar sta mij eerst toe dat ik afscheid neem van hen die in mijn huis zijn.
62. Jezus zei tegen hem: Niemand die zijn hand aan de ploeg slaat en kijkt naar wat achter hem ligt, is geschikt voor het Koninkrijk van God.";;;;;
44;Mat 10:40-41;HSV;"Wie u ontvangt, ontvangt Mij; en wie Mij ontvangt, ontvangt Hem Die Mij gezonden heeft. Wie een profeet ontvangt omdat hij een profeet is, zal het loon van een profeet ontvangen; en wie een rechtvaardige ontvangt omdat hij een rechtvaardige is, zal het loon van een rechtvaardige ontvangen.";;Ontvang hem die Ik zal zenden;;;
44;Mat 25:35c;HSV;Ik was een vreemdeling en u hebt Mij gastvrij onthaald.;;;;;
44;Jes 58:7;HSV;Is het niet [dit], dat u de ellendige ontheemden een thuis biedt;;;;;
44;Joh 13:20;HSV;Voorwaar, voorwaar, Ik zeg u: als iemand hem ontvangt die Ik zal zenden, ontvangt hij Mij, en wie Mij ontvangt, ontvangt Hem Die Mij gezonden heeft.;;;;;
44;Spr 14:21;HSV;Wie zijn naaste veracht, zondigt,  maar welzalig is hij die zich over ellendigen ontfermt.;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
44;Heb 13:2;HSV;Vergeet de gastvrijheid niet, want hierdoor hebben sommigen zonder het te weten engelen onderdak geboden.;;;;;
45;Mat 10:42;HSV;En wie een van deze kleinen slechts een beker koud water te drinken geeft omdat hij een discipel is, voorwaar, Ik zeg u: hij zal zijn loon beslist niet verliezen.;;Deel wat je hebt met anderen die het nodig hebben;;;
45;Mar 9:41;HSV;Want wie u een beker water te drinken zal geven in Mijn Naam omdat u discipelen van Christus bent, voorwaar, Ik zeg u: hij zal zijn loon beslist niet verliezen.;;;;;
45;Heb 6:10;HSV;Want God is niet onrechtvaardig dat Hij uw werk zou vergeten en de liefdevolle inspanning die u Zijn Naam bewezen hebt, doordat u de heiligen gediend hebt en nog dient.;;;;;
45;Spr 14:31;HSV;Wie een geringe onderdrukt, smaadt diens Maker,  maar wie zich over een arme ontfermt, eert Hem.;;;;;
45;Mar 12:41-44;HSV;"En toen Jezus was gaan zitten tegenover de schatkist, zag Hij hoe de menigte geld in de schatkist wierp; en veel rijken wierpen er veel in.
42. En er kwam één arme weduwe, die er twee kleine munten in wierp, dat is een quadrans.
43. En toen Hij Zijn discipelen bij Zich geroepen had, zei Hij tegen hen: Voorwaar, Ik zeg u dat deze arme weduwe er meer ingeworpen heeft dan allen die iets in de schatkist geworpen hebben.
44. Want zij allen hebben van hun overvloed erin geworpen; maar deze heeft van haar armoede alles wat zij had, erin geworpen, heel haar levensonderhoud.";;;;;
;;;;;;;;
9999;Mat 11:6;HSV;zalig is hij die aan Mij geen aanstoot neemt.;;zalig is hij die aan Mij geen aanstoot neemt.;;;
9999;Luk 7:23;HSV;zalig is hij die aan Mij geen aanstoot neemt.;;;;;
9999;Joh15:18-16:4;HSV;"Als de wereld u haat, weet dat zij Mij eerder dan u gehaat heeft.
19. Als u van de wereld zou zijn, zou de wereld het hare liefhebben, maar omdat u niet van de wereld bent, maar Ik u uit de wereld heb uitverkoren, daarom haat de wereld u.
20. Herinner u het woord dat Ik u gezegd heb: Een dienaar is niet meer dan zijn heer. Als zij Mij vervolgd hebben, zullen zij ook u vervolgen; als zij Mijn woord in acht genomen hebben, zullen zij ook het uwe in acht nemen.
21. Maar al deze dingen zullen zij u aandoen omwille van Mijn Naam, omdat zij Hem niet kennen Die Mij gezonden heeft.
22. Als Ik niet gekomen was en tot hen gesproken had, hadden zij geen zonde, maar nu hebben zij geen voorwendsel voor hun zonde.
23. Wie Mij haat, haat ook Mijn Vader.
24. Als Ik onder hen niet de werken gedaan had die niemand anders gedaan heeft, hadden zij geen zonde, maar nu hebben zij ze gezien en Mij en Mijn Vader gehaat.
25. Maar het woord moet vervuld worden dat in hun wet geschreven is: Zij hebben mij zonder reden gehaat.
26. Maar wanneer de Trooster is gekomen, Die Ik u zenden zal van de Vader, de Geest van de waarheid, Die van de Vader uitgaat, zal Die over Mij getuigen.
27. En u zult ook getuigen, want u bent van het begin af bij Mij.
16:1 Dit heb Ik tot u gesproken, opdat u niet struikelt. 2 Ze zullen u uit de synagoge werpen; ja, de tijd komt dat ieder die u doodt, denkt God een dienst te bewijzen.
3. En deze dingen zullen zij u doen, omdat zij de Vader niet gekend hebben en Mij ook niet.
4. Maar deze dingen heb Ik tot u gesproken, opdat, wanneer de tijd komt, u zich herinnert dat Ik ze u gezegd heb; maar deze dingen heb Ik u van het begin af niet gezegd, omdat Ik bij u was.";;;;;
9999;Mat 13:20-21;HSV;"Maar bij wie op de steenachtige grond gezaaid is, dat is hij die het Woord hoort en dat meteen met vreugde ontvangt.
21. Hij heeft echter geen wortel in zichzelf, maar hij is iemand van het ogenblik; en als er verdrukking of vervolging komt omwille van het Woord, struikelt hij meteen.";;;;;
9999;Luk 9:26;HSV;Want wie zich voor Mij en Mijn woorden geschaamd zal hebben, voor hem zal de Zoon des mensen Zich schamen, wanneer Hij zal komen in Zijn heerlijkheid en in die van de Vader en in die van de heilige engelen.;;;;;
9999;Mat 10:32-33;HSV;"Ieder dan die Mij belijden zal voor de mensen, die zal Ik ook belijden voor Mijn Vader, Die in de hemelen is.
33. Maar wie Mij verloochenen zal voor de mensen, die zal Ik ook verloochenen voor Mijn Vader, Die in de hemelen is.";;;;;
9999;Mar 8:38;HSV;Want wie zich voor Mij en Mijn woorden geschaamd zal hebben in dit overspelig en zondig geslacht, voor hem zal de Zoon des mensen Zich ook schamen wanneer Hij zal komen in de heerlijkheid van Zijn Vader, met de heilige engelen.;;;;;
9999;Luk 12:8-9;HSV;"En Ik zeg u: Ieder die Mij belijden zal voor de mensen, die zal ook de Zoon des mensen belijden voor de engelen van God.
9. Maar wie Mij verloochenen zal voor de mensen, die zal verloochend worden voor de engelen van God.";;;;;
9999;1 Joh 2:23;HSV;Ieder die de Zoon loochent, heeft ook de Vader niet.;;;;;
;;;;;;;;
46;Mat 11:28;HSV;Kom naar Mij toe, allen die vermoeid en belast zijn, en Ik zal u rust geven.;;Kom naar Mij toe, allen die vermoeid en belast zijn, en Ik zal u rust geven.;;;
46;Joh 7:37-38;HSV;"En op de laatste, de grote dag van het feest, stond Jezus daar en riep: Als iemand dorst heeft, laat hij tot Mij komen en drinken.
38. Wie in Mij gelooft, zoals de Schrift zegt: Stromen van levend water zullen uit zijn binnenste vloeien.";;;;;
46;Ps 27:4;HSV;"Eén ding heb ik van de HEERE verlangd, dát zal ik zoeken:
dat ik wonen mag in het huis van de HEERE, al de dagen van mijn leven, om de lieflijkheid van de HEERE te aanschouwen en te onderzoeken in Zijn tempel.";;;;;
46;Luk 10:38-42;HSV;"Het gebeurde, toen zij onderweg waren, dat Hij in een dorp kwam. En een vrouw van wie de naam Martha was, ontving Hem in haar huis.
39. En zij had een zuster die Maria heette, die ook aan de voeten van Jezus zat en naar Zijn woord luisterde.
40. Maar Martha was druk bezig met bedienen. Nadat zij erbij was komen staan, zei zij: Heere, trekt U het Zich niet aan dat mijn zuster mij alleen laat bedienen? Zeg toch tegen haar dat zij mij helpt.
41. Jezus antwoordde en zei tegen haar: Martha, Martha, u bent bezorgd en maakt u druk over veel dingen.
42. Slechts één ding is nodig. Maria heeft het goede deel uitgekozen, dat niet van haar zal worden afgenomen.";;;;;
46;Jer 6:16;HSV;Zo zegt de HEERE: Ga staan op de wegen, en zie, vraag naar de aloude paden,  waar toch de goede weg is, en bewandel die. Dan zult u rust vinden voor uw ziel. Maar zij zeggen: Wij bewandelen die niet.;;;;;
46;Mar 2:27;HSV;En Hij zei tegen hen: De sabbat is gemaakt ter wille van de mens, niet de mens ter wille van de sabbat.;;;;;
46;Mar 3:14;HSV;En Hij stelde er twaalf aan om bij Hem te zijn, en om hen uit te zenden om te prediken,;;;;;
46;Mar 6:30-31;HSV;"En de apostelen kwamen weer samen bij Jezus en berichtten Hem alles wat zij gedaan en wat zij onderwezen hadden.
31. En Hij zei tegen hen: Komt u zelf mee naar een eenzame plaats, alleen, en rust wat uit; want er waren er velen die kwamen en die gingen, en zij hadden zelfs geen gelegenheid om te eten.";;;;;
47;Mat 12:33;HSV;"Stel dat de boom goed is, dan is ook zijn vrucht goed; of dat de boom slecht is, dan is ook zijn vrucht slecht. Want aan de vrucht wordt de boom gekend.";;Draag vrucht;;;
47;Mat 7:17-18;HSV;Zo brengt iedere goede boom goede vruchten voort en een slechte boom brengt slechte vruchten voort. 18. Een goede boom kan geen slechte vruchten voortbrengen en een slechte boom kan geen goede vruchten voortbrengen.;;;;;
47;Joh 15:2,8;HSV;"Elke rank die in Mij geen vrucht draagt, neemt Hij weg; en elke rank die vrucht draagt, reinigt Hij, opdat zij meer vrucht draagt.
8. Hierin wordt Mijn Vader verheerlijkt, dat u veel vrucht draagt en Mijn discipelen bent.";;;;;
47;Kol 1:10;HSV;zodat u wandelt op een wijze de Heere waardig, Hem in alles behaagt, in elk goed werk vrucht draagt en groeit in de kennis van God,;;;;;
47;Gen 1:28;HSV;En God zegende hen en God zei tegen hen: Wees vruchtbaar, word talrijk, vervul de aarde en onderwerp haar, en heers over de vissen van de zee, over de vogels in de lucht en over al de dieren die over de aarde kruipen!;;;;;
47;Gen 9:1;HSV;Toen zegende God Noach en zijn zonen en Hij zei tegen hen: Wees vruchtbaar, word talrijk en vervul de aarde!;;;;;
47;Gen 17:5-6;HSV;U zult niet meer Abram heten, maar uw naam zal Abraham zijn, want Ik zal u vader van een menigte van volken maken. 6. Ik zal u uitermate vruchtbaar maken: Ik zal u tot volken maken en er zullen koningen uit u voortkomen.;;;;;
47;Gen 28:3;HSV;En moge God, de Almachtige, je zegenen, en je vruchtbaar en talrijk maken, zodat je tot een menigte van volken zult worden.;;;;;
47;Gen 35:11;HSV;"Verder zei God tegen hem: Ik ben God, de Almachtige. Wees vruchtbaar en word talrijk. Een volk, ja, een menigte van volken zal uit u ontstaan; koningen zullen uit uw lichaam voortkomen.";;;;;
47;Gen 47:27;HSV;Zo woonde Israël in het land Egypte, in de landstreek Gosen. Daar verwierven zij bezit. Zij waren vruchtbaar en werden zeer talrijk.;;;;;
47;Gen 48:4;HSV;"Hij heeft tegen mij gezegd: Zie, Ik zal u vruchtbaar maken, u talrijk maken, en u tot een menigte van volken maken; en Ik zal dit land aan uw nageslacht na u geven als eeuwig bezit.";;;;;
47;Lev 26:9;HSV;Ik zal Mij naar u toewenden, u vruchtbaar en talrijk maken en Mijn verbond met u bevestigen.;;;;;
47;Jer 3:16;HSV;En het zal gebeuren in die dagen, wanneer u zich vermeerdert en vruchtbaar wordt in het land, spreekt de HEERE, dan zal men niet meer zeggen: de ark van het verbond van de HEERE. Zij zal niet meer in het hart opkomen. Men zal er niet meer aan denken en niet meer naar haar omzien. Zij zal niet opnieuw gemaakt worden.;;;;;
47;Mat 21:19;HSV;En toen Hij een vijgenboom langs de weg zag, ging Hij ernaartoe en vond er niets aan dan alleen bladeren. Hij zei tegen hem: Laat er aan u geen vrucht meer groeien in eeuwigheid! En de vijgenboom verdorde onmiddellijk.;;;;;
47;Mat 21:43;HSV;Daarom zeg Ik u dat het Koninkrijk van God van u weggenomen zal worden en aan een volk gegeven dat de vruchten ervan voortbrengt.;;;;;
47;Mat 13:23;HSV;Bij wie in de goede aarde gezaaid is, dat is hij die het Woord hoort en begrijpt, die ook vrucht draagt en voortbrengt, de één honderd-, de ander zestig-, en de ander dertigvoudig.;;;;;
47;Mar 4:26-29;HSV;"Ook zei Hij: Zo is het Koninkrijk van God: als wanneer iemand het zaad in de aarde werpt
27. en slaapt en opstaat, nacht en dag; en het zaad ontkiemt en komt op, zonder dat hij zelf weet hoe.
28. Want de aarde brengt vanzelf vrucht voort: eerst de halm, daarna de aar, daarna het volle koren in de aar.
29. En als de vrucht het toelaat, zendt hij meteen de sikkel erin, omdat de oogsttijd aangebroken is.";;;Houd altijd voor ogen, vrucht dragen is uiteindelijk de zegen van God. De vrucht zelf kunnen we niet voortbrengen, maar de aarde kunnen we wel bewerken!;;
47;Luk 3:9;HSV;"De bijl ligt zelfs al aan de wortel van de bomen; elke boom dan die geen goede vrucht voortbrengt, wordt omgehakt en in het vuur geworpen.";;;;;
47;Luk 8:15;HSV;En waar het zaad in de goede aarde valt, dat zijn zij die het Woord horen, het in een oprecht en goed hart vasthouden, en in volharding vruchten voortbrengen.;;;;;
