"step";"bible_ref";"primary_secondary";"category";"bible_ref_nl_trans";"bible_trans_nl_trans_text";"title_nl";"title_en";"title_description_en";"title_description_nl";"media_author";"media_title";"media_lang";"media_type";"media_public";"media_link";"questions";"sources";"extra"
33;"Deut 13:3";"primary";"False Teachers Commands";"HSV";"luister dan niet naar de woorden van die profeet of naar hem die die dromen heeft! Want de HEERE, uw God, stelt u dan op de proef om te weten of u de HEERE, uw God, liefhebt met heel uw hart en met heel uw ziel.";;;;;;;;;;;;;
33;"Jer 23:16";"secondary";"False Teachers Commands";"HSV";"Zo zegt de HEERE van de legermachten:
Luister niet naar de woorden van die profeten die tot u profeteren.
Zij geven u ijdele hoop.
Zij spreken een visioen uit hun eigen hart,
niet uit de mond van de HEERE.";;;;;;;;;;;;;
33;"Mat 24:4";"primary";"False Teachers Commands";"HSV";"En Jezus antwoordde en zei tegen hen: Pas op dat niemand u misleidt.";;;;;;;;;;;;;
33;"Mar 8:15";"secondary";"False Teachers Commands";"HSV";"En Hij gebood hun en zei: Kijk uit, pas op voor het zuurdeeg van de Farizeeën en voor het zuurdeeg van Herodes.";;;;;;;;;;;;;
33;"Ef 5:6";"primary";"False Teachers Commands";"HSV";"Laat niemand u misleiden met inhoudsloze woorden, want om deze dingen komt de toorn van God over de kinderen van de ongehoorzaamheid.";;;;;;;;;;;;;
33;"Kol 2:8";"primary";"False Teachers Commands";"HSV";"Pas op dat niemand u als buit meesleept door de filosofie en inhoudsloze verleiding, volgens de overlevering van de mensen, volgens de grondbeginselen van de wereld, maar niet volgens Christus.";;;;;;;;;;;;;
33;"Rom 16:17";"primary";"False Teachers Commands";"HSV";"En ik roep u ertoe op, broeders, hen in het oog te houden die onenigheden teweegbrengen en struikelblokken opwerpen tegen het onderricht dat u hebt ontvangen, en keer u van hen af.";;;;;;;;;;;;;
33;"1 Joh 4:1";"secondary";"False Teachers Commands";"HSV";"Geliefden, geloof niet elke geest, maar beproef de geesten of zij uit God zijn; want er zijn veel valse profeten in de wereld uitgegaan.";;;;;;;;;;;;;
33;"Jer 29:8-9";"secondary";"False Teachers Commands";"HSV";"Want zo zegt de HEERE van de legermachten, de God van Israël: Laten uw profeten die in uw midden zijn, en uw waarzeggers u niet bedriegen. Luister niet naar uw dromers die u laat dromen,
9. want met leugen profeteren zij tegen u in Mijn Naam. Ik heb hen niet gezonden, spreekt de HEERE.";;;;;;;;;;;;;
33;"Mat 16:6";"secondary";"False Teachers Commands";"HSV";"Jezus zei tegen hen: Kijk uit, en wees op uw hoede voor het zuurdeeg van de Farizeeën en de Sadduceeën.";;;;;;;;;;;;;
33;"Mat 16:11-12";"secondary";"False Teachers Commands";"HSV";" Waarom ziet u dan niet in dat Ik tot u niet over brood gesproken heb, toen Ik zei dat u op uw hoede moest zijn voor het zuurdeeg van de Farizeeën en de Sadduceeën?";;;;;;;;;;;;;
33;"Mar 12:38";"secondary";"False Teachers Commands";"HSV";"12. Toen begrepen zij dat Hij niet gezegd had dat zij op hun hoede moesten zijn voor het zuurdeeg van het brood, maar voor het onderricht van de Farizeeën en de Sadduceeën.";;;;;;;;;;;;;
33;"Mar 13:5";"secondary";"False Teachers Commands";"HSV";"En Jezus antwoordde hun en begon te zeggen: Pas op dat niemand u misleidt.";;;;;;;;;;;;;
33;"Luk 12:1b";"secondary";"False Teachers Commands";"HSV";"Wees op uw hoede voor het zuurdeeg van de Farizeeën, dat is de huichelarij.";;;;;;;;;;;;;
33;"Luk 20:46-47";"secondary";"False Teachers Commands";"HSV";"Wees op uw hoede voor de schriftgeleerden, die in lange gewaden rond willen lopen en zeer gesteld zijn op begroetingen op de markten, de voorste plaatsen in de synagogen en de ereplaatsen tijdens de maaltijden,
47. die de huizen van de weduwen verslinden en voor de schijn lange gebeden doen. Zij zullen een zwaarder oordeel ontvangen.";;;;;;;;;;;;;
33;"Luk 21:8";"primary";"False Teachers Commands";"HSV";"En Hij zei: Pas op dat u niet misleid wordt, want velen zullen komen onder Mijn Naam en zeggen: Ik ben de Christus, en: De tijd is nabijgekomen. Ga hen dan niet achterna.";;;;;;;;;;;;;
34;"Mat 7:24-25";"primary";"Discipleship Commands";"HSV";"Daarom, ieder die deze woorden van Mij hoort en ze doet, die zal Ik vergelijken met een verstandig man, die zijn huis op de rots gebouwd heeft;
25. en de slagregen viel neer en de waterstromen kwamen en de winden waaiden en stortten zich op dat huis, maar het stortte niet in, want het was op de rots gefundeerd.";"Hoor, begrijp en doe";"Hear, understand and do";;;;;;;;;;;
34;"Luk 6:46-47";"secondary";"Discipleship Commands";"HSV";"Daarom, ieder die deze woorden van Mij hoort en ze doet, die zal Ik vergelijken met een verstandig man, die zijn huis op de rots gebouwd heeft;
25. en de slagregen viel neer en de waterstromen kwamen en de winden waaiden en stortten zich op dat huis, maar het stortte niet in, want het was op de rots gefundeerd.
Opiëren";;;;;;;;;;;;;
34;"Luk 8:10";"secondary";"Discipleship Commands";"HSV";"Hij zei: Aan u is het gegeven de geheimenissen van het Koninkrijk van God te kennen, maar tot de anderen spreek Ik in gelijkenissen, opdat zij niet zien, ook al zien zij, en niet begrijpen, ook al horen zij.";;;;;;;;;;;;;
34;"Luk 8:21";"primary";"Discipleship Commands";"HSV";"Maar Hij antwoordde en zei tegen hen: Mijn moeder en Mijn broeders zijn dezen, die het Woord van God horen en dat doen.";;;;;;;;;;;;;
34;"Rom 2:13";"primary";"Discipleship Commands";"HSV";"Niet de hoorders van de wet zijn immers rechtvaardig voor God, maar de daders van de wet zullen gerechtvaardigd worden.";;;;;;;;;;;;;
34;"Jak 1:22-25";"primary";"Discipleship Commands";"HSV";"En wees daders van het Woord en niet alleen hoorders. Anders bedriegt u uzelf.
23. Als iemand immers een hoorder van het Woord is en geen dader, lijkt hij op een man die het gezicht waarmee hij geboren is, in een spiegel bekijkt,
24. want hij heeft zichzelf bekeken, is weggegaan en is meteen vergeten hoe hij eruitzag.
25. Hij echter die zich in de volmaakte wet verdiept, die van de vrijheid, en daarbij blijft, die zal, omdat hij niet een vergeetachtige hoorder geworden is, maar een dader van het werk, zalig zijn in wat hij doet.";;;;;;;;;;;;;
34;"1 Joh 2:5";"primary";"Discipleship Commands";"HSV";"Maar ieder die Zijn woord in acht neemt, in hem is werkelijk de liefde van God volmaakt geworden. Hierdoor weten wij dat wij in Hem zijn.";;;;;;;;;;;;;
34;"Joh 14:23";"primary";"Discipleship Commands";"HSV";"Jezus antwoordde en zei tegen hem: Als iemand Mij liefheeft, zal hij Mijn woord in acht nemen; en Mijn Vader zal hem liefhebben, en Wij zullen naar hem toe komen en bij hem intrek nemen.";;;;;;;;;;;;;
34;"Deut 13:4";"primary";"Discipleship Commands";"HSV";"Achter de HEERE, uw God, moet u aan gaan, Hem moet u vrezen, Zijn geboden moet u in acht nemen en Zijn stem gehoorzamen; Hem moet u dienen en u aan Hem vasthouden.";;;;;;;;;;;;;
34;"Mat 13:13";"secondary";"Discipleship Commands";"HSV";"Daarom spreek Ik tot hen door gelijkenissen, omdat zij niet zien, ook al zien zij, en niet horen, ook al horen zij, en ook niet begrijpen.";;;;;;;;;;;;;
34;"Mar 13:16";"secondary";"Discipleship Commands";"HSV";"Maar uw ogen zijn zalig omdat zij zien, en uw oren omdat zij horen.";;;;;;;;;;;;;
34;"Mat 13:23";"primary";"Discipleship Commands";"HSV";"Bij wie in de goede aarde gezaaid is, dat is hij die het Woord hoort en begrijpt, die ook vrucht draagt en voortbrengt, de één honderd-, de ander zestig-, en de ander dertigvoudig.";;;;;;;;;;;;;
34;"Mat 13:43";"secondary";"Discipleship Commands";"HSV";"Dan zullen de rechtvaardigen stralen als de zon, in het Koninkrijk van hun Vader. Wie oren heeft om te horen, laat hij horen.";;;;;;;;;;;;;
34;"Mat 15:10-11";"secondary";"Discipleship Commands";"HSV";"En toen Hij de menigte bij Zich geroepen had, zei Hij tegen hen: Luister en begrijp het goed:
11. Wat de mond ingaat, verontreinigt de mens niet; maar wat de mond uitkomt, dat verontreinigt de mens.";;;;;;;;;;;;;
34;"Mar 7:14-16";"secondary";"Discipleship Commands";"HSV";"En toen Hij heel de menigte bij Zich geroepen had, zei Hij tegen hen: Luister allen naar Mij en begrijp het goed:
15. Er is niets dat van buitenaf de mens binnengaat, dat hem kan verontreinigen; maar de dingen die van hem uitgaan, die zijn het die de mens verontreinigen. 16 Als iemand oren heeft om te horen, laat hij dan horen.";;;;;;;;;;;;;
34;"Mar 8:17";"secondary";"Discipleship Commands";"HSV";"En Jezus, Die dat wist, zei tegen hen: Waarom spreekt u erover met elkaar dat u geen broden hebt? Ziet u het nog niet in en begrijpt u het niet? Hebt u nog uw verharde hart?";;;;;;;;;;;;;"Een reden waarom je niet hoort, begrijpt en doet, is omdat je hart verhard is!"
34;"Mat 22:14";"secondary";"Discipleship Commands";"HSV";"Want velen zijn geroepen, maar weinigen uitverkoren.";;;;;;;;;;;;;
34;"Opb 1:3";"secondary";"Discipleship Commands";"HSV";"3 Zalig is hij die leest en zijn zij die horen de woorden van de profetie, en die in acht nemen wat daarin geschreven staat, want de tijd is nabij.";;;;;;;;;;;;;
34;"Fil 4:9";"primary";"Discipleship Commands";"HSV";"Wat u ook geleerd en ontvangen en gehoord en in mij gezien hebt, doe dat; en de God van de vrede zal met u zijn.";;;;;;;;;;;;;
34;"Luk 6:47-49";"secondary";"Discipleship Commands";"HSV";"Ieder die naar Mij toe komt en Mijn woorden hoort en ze doet, Ik zal u laten zien aan wie hij gelijk is.
48. Hij is gelijk aan een man die een huis bouwde: hij groef en diepte uit en legde het fundament op de rots. Toen de hoge vloed kwam, sloeg de waterstroom tegen dat huis aan en kon het niet doen wankelen, want het was op de rots gefundeerd.
49. Maar wie ze gehoord en niet gedaan zal hebben, is gelijk aan een man die een huis bouwde op de aarde zonder fundament. Toen de waterstroom ertegenaan sloeg, stortte het meteen in, en de val van dat huis was groot.";;;;;;;;;;;;;
34;"Luk 11:28";"secondary";"Discipleship Commands";"HSV";"Maar Hij zei: Veeleer zijn zij zalig die het Woord van God horen en het bewaren.";;;;;;;;;;;;;
34;"Luk 9:45";"secondary";"Discipleship Commands";"HSV";"Maar zij begrepen dat woord niet en het bleef voor hen verborgen, zodat het niet tot hen doordrong. En zij vreesden Hem een vraag te stellen over dat woord.";;;;;;;;;;;;;
34;"Luk 18:34";"secondary";"Discipleship Commands";"HSV";"Zij begrepen echter niets van deze dingen en dit woord was voor hen verborgen en zij begrepen niet wat er gezegd werd.";;;;;;;;;;;;;
34;"Mat 7:3-5";"secondary";"Discipleship Commands";"HSV";"Waarom ziet u wel de splinter in het oog van uw broeder, maar merkt u de balk in uw eigen oog niet op?
4. Of, hoe zult u tegen uw broeder zeggen: Laat toe dat ik de splinter uit uw oog haal; en zie, er is een balk in uw eigen oog?
5. Huichelaar, haal eerst de balk uit uw oog en dan zult u goed kunnen zien om de splinter uit het oog van uw broeder te halen.";;;;;;;;;;;;;"Practice (first) what you preach"
34;"Spr 18:17";"secondary";"Discipleship Commands";"HSV";"Wie de eerste is in zijn rechtszaak, lijkt rechtvaardig te zijn, maar dan komt zijn naaste en doorgrondt hem.";;;;;;;;;;;;;
34;"Luk 6:41-42";"secondary";"Discipleship Commands";"HSV";"Waarom ziet u wel de splinter in het oog van uw broeder, maar merkt u de balk in uw eigen oog niet op?
42. Of hoe kunt u tegen uw broeder zeggen: Broeder, laat toe dat ik de splinter, die in uw oog is, eruit haal, terwijl u zelf de balk in uw oog niet ziet? Huichelaar, haal eerst de balk uit uw oog en dan zult u goed kunnen zien om de splinter, die in het oog van uw broeder is, eruit te halen.";;;;;;;;;;;;;
35;"Mat 9:2";"primary";"Persecution Commands";"HSV";"En Jezus, Die hun geloof zag, zei tegen de verlamde: Zoon, heb goede moed, uw zonden zijn u vergeven.";"Houd goede moed!";"Be strong and courageous";;;"Kristene DiMarco";"Take courage";"English";"Song";"yes";"https://www.youtube.com/embed/xwvkLYJkOkk";;;
35;"Mat 9:22";"secondary";"Persecution Commands";"HSV";"Jezus keerde Zich om, zag haar en zei: Heb goede moed, dochter, uw geloof heeft u behouden. En de vrouw was vanaf dat moment gezond.";;;;;"Bethel Worship";"You make me brave";"English";"Song";"yes";"https://www.youtube.com/embed/_UglO7SGUWk";;;
35;"Mat 14:27";"secondary";"Persecution Commands";"HSV";"Maar meteen sprak Jezus hen aan en zei: Heb goede moed, Ik ben het; wees niet bevreesd.";;;;;"Sidewalk Prophets";"The words I would say";"English";"Song";"yes";"https://www.youtube.com/embed/8t9u-LOa3OI";;;
35;"Luk 18:1-8";"secondary";"Persecution Commands";"HSV";"En Hij sprak ook een gelijkenis tot hen met het oog daarop dat men altijd moet bidden en niet de moed verliezen.
2. Hij zei: Er was in een zekere stad een rechter die God niet vreesde en geen mens ontzag.
3. En er was een weduwe in dezelfde stad en zij kwam voortdurend naar hem toe en zei: Doe mij recht tegenover mijn tegenpartij.
4. En hij wilde een tijd lang niet. Daarna echter zei hij bij zichzelf: Hoewel ik God niet vrees en geen mens ontzie,
5. toch zal ik, omdat deze weduwe mij lastigvalt, haar recht doen, opdat zij uiteindelijk niet komt en mij in het gezicht slaat.
6. En de Heere zei: Hoor, wat de onrechtvaardige rechter zegt.
7. Zal God dan geen recht doen aan Zijn uitverkorenen, die dag en nacht tot Hem roepen, ook wanneer Hij lang wacht om hen te hulp te komen?
8. Ik zeg u dat Hij hun met spoed recht zal doen. Maar zal de Zoon des mensen, als Hij komt, wel het geloof op de aarde vinden?";;;;;;;;;;;;;
35;"Mat 10:31";"secondary";"Persecution Commands";"HSV";"Wees dus niet bevreesd, u gaat veel musjes te boven.";;;;;;;;;;;;;
35;"Jer 1:8";"primary";"Persecution Commands";"HSV";"Wees niet bevreesd voor hen,  want Ik ben met u om u te redden,  spreekt de HEERE.";;;;;;;;;;;;;
35;"Luk 12:4";"secondary";"Persecution Commands";"HSV";"En Ik zeg u, Mijn vrienden: Wees niet bevreesd voor hen die het lichaam doden en daarna niets meer kunnen doen.";;;;;;;;;;;;;
35;"2 Kron 15:7";"primary";"Persecution Commands";"HSV";"U dan, wees sterk en verlies de moed niet, want er is loon overeenkomstig uw werk.";;;;;;;;;;;;;
35;"Joh 12:15";"primary";"Persecution Commands";"HSV";"Wees niet bevreesd, dochter van Sion, zie, uw Koning komt, zittend op het veulen van een ezelin.";;;;;;;;;;;;;
35;"Joh 16:33";"primary";"Persecution Commands";"HSV";"Deze dingen heb Ik tot u gesproken, opdat u in Mij vrede zult hebben. In de wereld zult u verdrukking hebben, maar heb goede moed: Ik heb de wereld overwonnen.";;;;;;;;;;;;;
35;"Joz 1:9";"primary";"Persecution Commands";"HSV";"Heb Ik het u niet geboden? Wees sterk en moedig, schrik niet en wees niet ontsteld, want de HEERE, uw God, is met u, overal waar u heen gaat.";;;;;;;;;;;;;
36;"Mat 9:36";"primary";"Ethic of Love";"HSV";"Toen Hij de menigte zag, was Hij innerlijk met ontferming bewogen over hen, omdat zij vermoeid en verstrooid waren, zoals schapen die geen herder hebben.";"Wees met innerlijke ontferming bewogen met de mensen om je heen";"Be moved with inner compassion with the people around you";;;"Kinga Bán";"Leef met Volle Teugen";"Dutch";"Song";"yes";"https://www.youtube.com/embed/y0PJE2k9MvI";;;
36;"Mar 6:34";"secondary";"Ethic of Love";"HSV";"En toen Jezus uit het schip ging, zag Hij een grote menigte en was innerlijk met ontferming bewogen over hen, want zij waren als schapen die geen herder hebben; en Hij begon hun veel dingen te onderwijzen.";;;;;;;;;;;;;"Er wordt gezegd dat Jezus Zich ontfermde over pijn en ziekte, over lijdende en bezeten mensen, over treurenden en hongerenden en over eenzame mensen"
36;"Mat 14:14";"secondary";"Ethic of Love";"HSV";"En toen Jezus uit het schip ging, zag Hij een grote menigte, en Hij was innerlijk met ontferming bewogen over hen en genas hun zieken.";;;;;;;;;;;;;
36;"Mat 15:32";"secondary";"Ethic of Love";"HSV";"En Jezus riep Zijn discipelen bij Zich en zei: Ik ben innerlijk met ontferming bewogen over de menigte, omdat zij al drie dagen bij Mij gebleven zijn, en zij hebben niets wat zij kunnen eten; Ik wil hen niet nuchter wegsturen, opdat zij onderweg niet bezwijken.";;;;;;;;;;;;;
36;"Mat 20:34";"secondary";"Ethic of Love";"HSV";"En Jezus, Die innerlijk met ontferming bewogen was, raakte hun ogen aan; en meteen werden hun ogen ziende, en zij volgden Hem.";;;;;;;;;;;;;
36;"Mar 1:41";"secondary";"Ethic of Love";"HSV";"En Jezus, innerlijk met ontferming bewogen, stak Zijn hand uit, raakte hem aan en zei tegen hem: Ik wil het, word gereinigd!";;;;;;;;;;;;;
36;"Mar 8:2";"primary";"Ethic of Love";"HSV";"Ik ben innerlijk met ontferming bewogen over de menigte, want zij blijven al drie dagen bij Mij en hebben niets wat zij kunnen eten.";;;;;;;;;;;;;
36;"Luk 7:13";"secondary";"Ethic of Love";"HSV";"En toen de Heere haar zag, was Hij innerlijk met ontferming bewogen over haar, en zei Hij tegen haar: Huil niet.";;;;;;;;;;;;;
36;"Luk 10:33";"secondary";"Ethic of Love";"HSV";"Maar een Samaritaan die op reis was, kwam in zijn buurt, en toen hij hem zag, was hij met innerlijke ontferming bewogen.";;;;;;;;;;;;;
36;"Luk 18:38-39";"primary";"Ethic of Love";"HSV";"En hij riep en zei: Jezus, Zoon van David, ontferm U over mij!
39. En zij die vooraan liepen, bestraften hem, opdat hij zou zwijgen. Hij echter riep des te meer: Zoon van David, ontferm U over mij!";;;;;;;;;;;;;
36;"Joh 11:33";"primary";"Ethic of Love";"HSV";"Toen Jezus haar dan zag huilen, en ook de Joden die met haar meekwamen, zag huilen, werd Hij heftig in de geest bewogen en raakte innerlijk in beroering.";;;;;;;;;;;;;
36;"Mat 25:36";"primary";"Ethic of Love";"HSV";"Ik ben ziek geweest en u hebt mij bezocht";;;;;;;;;;;;;"See to the (physically, emotionally and mentally) sick"
36;"Luk 4:18";"secondary";"Ethic of Love";"HSV";"De Geest van de Heere is op Mij, omdat Hij Mij gezalfd heeft; Hij heeft Mij gezonden om […] te genezen wie gebroken van hart zijn";;;;;;;;;;;;;
36;"Luk 14:12-14";"secondary";"Ethic of Love";"HSV";"En Hij zei ook tegen hem die Hem uitgenodigd had: Wanneer u een middag- of avondmaaltijd houdt, roep dan niet uw vrienden, ook niet uw broers, en niet uw familieleden of rijke buren, opdat ook zij u niet op hun beurt terugvragen en het u vergolden wordt.
13. Wanneer u echter een feestmaaltijd gereedmaakt, nodig dan armen, verminkten, kreupelen en blinden.
14. En u zult zalig zijn, omdat zij niets hebben om u te vergelden. Want het zal u vergolden worden in de opstanding van de rechtvaardigen.";;;;;;;;;;;;;
36;"Mat 25:36";"secondary";"Ethic of Love";"HSV";"Ik was in de gevangenis en u bent bij Mij gekomen.";;;;;;;;;;;;;"Look at the (physical, emotional and spiritual) prisoners"
36;"Heb 13:3";"primary";"Ethic of Love";"HSV";"Denk aan de gevangenen alsof u zelf ook gevangen bent";;;;;;;;;;;;;
36;"2 Tim 1:16-17";"secondary";"Ethic of Love";"HSV";"Moge de Heere aan het huis van Onesiforus barmhartigheid bewijzen, want hij heeft mij vaak bemoedigd en heeft zich voor mijn boeien niet geschaamd.
17. Integendeel, toen hij in Rome aangekomen was, heeft hij mij ijverig gezocht, en hij heeft mij gevonden.";;;;;;;;;;;;;
36;"Luk 4:18";"secondary";"Ethic of Love";"HSV";"De Geest van de Heere is op Mij, omdat Hij Mij gezalfd heeft; Hij heeft Mij gezonden om […] aan gevangenen vrijlating te prediken en aan blinden het gezichtsvermogen.";;;;;;;;;;;;;
36;"Jes 42:6-7";"secondary";"Ethic of Love";"HSV";"Ík, de HEERE, heb U geroepen in gerechtigheid,
Ik zal U bij Uw hand grijpen,
Ik zal U beschermen en Ik zal U stellen
tot een verbond voor het volk, tot een licht voor de heidenvolken,
7. om blinde ogen te openen,
om gevangenen uit de kerker te leiden,
uit de gevangenis wie in duisternis zitten.";;;;;;;;;;;;;
36;"Jes 61:1";"primary";"Ethic of Love";"HSV";"De Geest van de Heere HEERE is op Mij,
omdat de HEERE Mij gezalfd heeft
om een blijde boodschap te brengen aan de zachtmoedigen.
Hij heeft Mij gezonden om te verbinden de gebrokenen van hart,
om voor de gevangenen vrijlating uit te roepen
en voor wie gebonden zaten, opening van de gevangenis;";;;;;;;;;;;;;
37;"Luk 15:4-7";"primary";"Evangelism and Missions";"HSV";"Welk mens onder u die honderd schapen heeft en er één van verliest, verlaat niet de negenennegentig in de woestijn en gaat achter het verlorene aan, totdat hij het vindt?
5. En als hij het gevonden heeft, legt hij het vol blijdschap op zijn schouders.
6. En als hij thuiskomt, roept hij zijn vrienden en buren bijeen en zegt tegen hen: Wees blij met mij, want ik heb mijn schaap gevonden, dat verloren was.
7. Ik zeg u dat er evenzo blijdschap zal zijn in de hemel over één zondaar die zich bekeert, meer dan over negenennegentig rechtvaardigen, die de bekering niet nodig hebben.";"Zoek de verloren schapen";"Find the lost sheep";;;"Cory Asbury";"Reckless love";"English";"Song";"yes";"https://www.youtube.com/embed/Sc6SSHuZvQE";;;
37;"Luk 15:8-10";"primary";"Evangelism and Missions";"HSV";"Of welke vrouw, die tien penningen heeft en één penning verliest, steekt niet een lamp aan en veegt het huis en zoekt zorgvuldig, totdat zij die vindt?
9. En als zij hem gevonden heeft, roept zij haar vriendinnen en buurvrouwen bijeen en zegt: Wees blij met mij, want ik heb de penning gevonden die ik verloren had.
10. Zo zeg Ik u, is er blijdschap vóór de engelen van God over één zondaar die zich bekeert.";;;;;"Lauren Daigle";"Rescue";"English";"Song";"yes";"https://www.youtube.com/embed/gYR0xP1j4PY";;;
37;"Luk 15:20";"primary";"Evangelism and Missions";"HSV";"En hij stond op en ging naar zijn vader. En toen hij nog ver [van hem verwijderd] was, zag zijn vader hem en deze was met innerlijke ontferming bewogen en hij snelde [hem tegemoet], viel hem om de hals en kuste hem.";;;;;;;;;;;;;
37;"Luk 15:32";"primary";"Evangelism and Missions";"HSV";"Wij zouden dan vrolijk en blij moeten zijn, want deze broer van jou was dood en is weer levend geworden. En hij was verloren en is gevonden.";;;;;;;;;;;;;
37;"Luk 19:10";"primary";"Evangelism and Missions";"HSV";"Want de Zoon des mensen is gekomen om te zoeken en zalig te maken wat verloren is.";;;;;;;;;;;;;
37;"Mat 15:24";"secondary";"Evangelism and Missions";"HSV";"Hij antwoordde en zei: Ik ben alleen maar gezonden naar de verloren schapen van het huis van Israël.";;;;;;;;;;;;;
38;"Mat 10:7";"primary";"Evangelism and Missions";"NBV";"Ga op weg en verkondig: “Het koninkrijk van de hemel is nabij.”";"Verkondig het evangelie van Jezus Christus onder alle volken";"Proclaim the gospel of Jesus Christ to all nations";;;"Casting crowns";"Nobody";"English";"Song";"yes";"https://www.youtube.com/embed/1yBzIt_z8oY";;;
38;"Luk 9:2";"secondary";"Evangelism and Missions";"HSV";"en Hij zond hen op weg om het Koninkrijk van God te prediken";;;;;"Zach Williams";"Rescue story";"English";"Song";"yes";"https://www.youtube.com/embed/9Yr48Berkqc";;;
38;"Mar 3:14";"secondary";"Evangelism and Missions";"HSV";"En Hij stelde er twaalf aan om bij Hem te zijn, en om hen uit te zenden om te prediken,";;;;;"Rend Collective";"Rescuer";"English";"Song";"yes";"https://www.youtube.com/embed/sAg7rn7fH3Q";;;"His Name must be preached to all nations repentance and forgiveness of sins"
38;"Mar 5:18-20";"secondary";"Evangelism and Missions";"HSV";"En toen Hij in het schip ging, smeekte degene die bezeten was geweest Hem of hij bij Hem mocht blijven.
19. Jezus stond hem dat echter niet toe, maar zei tegen hem: Ga naar uw huis, naar de uwen, en bericht hun alles wat de Heere voor u gedaan heeft, en hoe Hij Zich over u ontfermd heeft.
20. Toen ging hij weg en begon in het gebied van Dekapolis alles te verkondigen wat Jezus voor hem gedaan had, en ze verwonderden zich allen.";;;;;;;;;;;;;
38;"Mar 6:7a";"secondary";"Evangelism and Missions";"HSV";"En Hij riep de twaalf bij Zich en begon hen twee aan twee uit te zenden";;;;;;;;;;;;;
38;"Mar 6:12";"secondary";"Evangelism and Missions";"HSV";"En toen zij weggegaan waren, predikten zij dat men zich moest bekeren.";;;;;;;;;;;;;
38;"Luk 9:6";"secondary";"Evangelism and Missions";"HSV";"Zij vertrokken en reisden door alle dorpen, en zij verkondigden het Evangelie";;;;;;;;;;;;;
38;"Han 10:42";"primary";"Evangelism and Missions";"HSV";"En Hij heeft ons bevolen tot het volk te prediken en te getuigen dat Hij Degene is Die door God aangesteld is tot een Rechter over levenden en doden.";;;;;;;;;;;;;
38;"Han 13:38";"primary";"Evangelism and Missions";"HSV";"Laat het u dan bekend zijn, mannenbroeders, dat door Hem aan u vergeving van de zonden verkondigd wordt";;;;;;;;;;;;;
38;"Mar 13:10";"secondary";"Evangelism and Missions";"HSV";"En het Evangelie moet eerst gepredikt worden aan alle volken.";;;;;;;;;;;;;
38;"Mat 24:14";"primary";"Evangelism and Missions";"HSV";"En dit Evangelie van het Koninkrijk zal in heel de wereld gepredikt worden tot een getuigenis voor alle volken; en dan zal het einde komen.";;;;;;;;;;;;;
38;"Mat 26:13";"primary";"Evangelism and Missions";"HSV";"Voorwaar, Ik zeg u: overal waar dit Evangelie gepredikt zal worden in heel de wereld, zal ook tot haar gedachtenis gesproken worden over wat zij gedaan heeft.";;;;;;;;;;;;;
38;"Mat 28:19a";"primary";"Evangelism and Missions";"NaB";"maakt dan voort, maakt alle volkeren tot leerlingen";;;;;;;;;;;;;
38;"Mar 16:15";"primary";"Evangelism and Missions";"HSV";"En Hij zei tegen hen: Ga heen in heel de wereld, predik het Evangelie aan alle schepselen.";;;;;;;;;;;;;
38;"Luk 8:39";"secondary";"Evangelism and Missions";"HSV";"Keer terug naar uw huis en vertel wat voor grote dingen God aan u gedaan heeft. En hij ging heel de stad door en verkondigde wat voor grote dingen Jezus aan hem gedaan had.";;;;;;;;;;;;;
38;"Luk 9:60";"secondary";"Evangelism and Missions";"HSV";"Maar Jezus zei tegen hem: Laat de doden hun doden begraven, maar u, ga heen en verkondig het Koninkrijk van God.";;;;;;;;;;;;;
38;"Luk 24:47";"secondary";"Evangelism and Missions";"HSV";"En in Zijn Naam moet onder alle volken bekering en vergeving van zonden gepredikt worden, te beginnen bij Jeruzalem.";;;;;;;;;;;;;
38;"Joh 15:27";"secondary";"Evangelism and Missions";"HSV";"En u zult ook getuigen, want u bent van het begin af bij Mij.";;;;;;;;;;;;;
38;"Joh 17:18";"primary";"Evangelism and Missions";"HSV";"Zoals U Mij in de wereld gezonden hebt, heb ook Ik hen in de wereld gezonden.";;;;;;;;;;;;;
38;"Joh 20:21";"secondary";"Evangelism and Missions";"HSV";"Jezus dan zei opnieuw tegen hen: Vrede zij u! Zoals de Vader Mij gezonden heeft, zend Ik ook u.";;;;;;;;;;;;;
38;"Han 1:8";"primary";"Evangelism and Missions";"HSV";"maar u zult de kracht van de Heilige Geest ontvangen, Die over u komen zal; en u zult Mijn getuigen zijn, zowel in Jeruzalem als in heel Judea en Samaria en tot aan het uiterste van de aarde.";;;;;;;;;;;;;
38;"1 Joh 2:12";"secondary";"Evangelism and Missions";"HSV";"Ik schrijf u, lieve kinderen, want de zonden zijn u vergeven omwille van Zijn Naam.";;;;;;;;;;;;;
38;"Mat 23:23";"secondary";"Evangelism and Missions";"HSV";"Wee u, schriftgeleerden en Farizeeën, huichelaars, want u geeft tienden van de munt, de dille en de komijn, en u laat het belangrijkste van de Wet na: het recht, en de barmhartigheid en het geloof. Deze dingen zou men moeten doen en die andere dingen niet nalaten.";;;;;;;;;;;;;"Proclaim the judgment to the unbelievers"
